Price,Monthly_Income,Savings_Percentage,Discount_Percentage,Mood,Urgency_Level,Research_Time_Minutes,Brand_Familiarity,Purchase_Category,Peer_Influence,Impulsiveness_Score,Regret
797746,3053101,59,13,Stressed,Medium,78,Low,Clothing,Low,8,1
404858,1634102,17,55,Stressed,High,52,Medium,Food,High,2,0
902586,1847082,43,45,Happy,Low,0,Low,Electronics,High,9,1
295173,336402,45,47,Stressed,High,42,High,Food,None,3,1
440155,3383329,39,10,Stressed,Medium,24,Medium,Home,None,8,0
973979,4717176,54,51,Neutral,Medium,112,High,Clothing,Low,3,0
118740,4480632,54,39,Happy,High,94,Low,Food,High,5,0
51780,1280405,36,49,Neutral,Medium,61,Low,Electronics,High,7,0
480616,1027187,39,11,Neutral,Low,64,High,Accessories,None,2,0
165252,1637710,6,64,Excited,Medium,17,High,Home,High,8,0
761998,2938974,28,0,Neutral,High,78,Low,Food,None,4,1
80913,45200,19,7,Neutral,Medium,13,Medium,Home,High,4,1
822878,198428,40,52,Excited,Medium,104,Medium,Accessories,Low,6,1
392240,4610445,54,43,Excited,High,90,Medium,Electronics,None,4,0
417392,4138622,26,57,Stressed,Medium,53,High,Food,Low,1,0
451309,1615652,39,7,Neutral,Low,104,Low,Food,Low,1,0
590851,1879810,42,15,Excited,Medium,17,High,Electronics,High,6,0
685493,2498310,13,64,Excited,Low,60,High,Food,None,6,0
319870,3566461,47,37,Stressed,Low,72,Medium,Food,Low,1,0
356994,2245443,22,35,Neutral,Low,5,Medium,Food,Low,7,0
220790,4586015,18,29,Happy,High,57,Medium,Home,High,8,0
154357,1422718,31,64,Stressed,Medium,33,Low,Food,High,5,0
539647,1985185,21,33,Happy,High,96,Medium,Accessories,None,9,1
367377,4105662,7,61,Stressed,Medium,21,High,Home,None,9,0
96198,1357797,5,34,Neutral,Medium,26,Medium,Food,High,4,0
852759,3026837,9,51,Excited,High,105,Low,Clothing,Low,8,1
234987,4565386,14,44,Excited,Medium,94,Medium,Clothing,Low,7,0
850711,855323,21,55,Neutral,High,77,Low,Accessories,Low,6,1
677656,23862,34,48,Happy,High,26,Low,Accessories,High,8,1
256239,272791,22,45,Neutral,Low,74,Medium,Electronics,None,8,1
934408,1696017,36,0,Happy,Low,65,Medium,Clothing,None,3,0
895170,1000886,23,49,Stressed,Medium,84,Medium,Accessories,Low,8,1
867118,1253461,7,12,Happy,Medium,63,Medium,Electronics,High,5,1
353722,1991599,5,16,Happy,High,35,Low,Food,High,6,0
840187,3345521,4,23,Stressed,High,50,Low,Food,Low,3,0
982132,4154277,42,37,Excited,High,5,Medium,Food,High,3,1
220220,806351,26,28,Excited,High,118,High,Clothing,Low,7,0
240398,4972111,44,32,Excited,Low,105,Low,Food,Low,5,0
584386,419437,31,13,Excited,High,107,Low,Home,None,4,1
903655,1686056,4,17,Happy,High,62,High,Accessories,None,7,1
707552,2197136,46,58,Neutral,High,111,Medium,Accessories,High,9,1
760056,1756920,42,58,Happy,Low,5,Medium,Accessories,Low,5,1
18729,3117666,3,0,Neutral,High,69,High,Home,Low,1,0
484676,247372,53,68,Excited,Low,48,Medium,Electronics,Low,7,1
724840,533884,12,37,Neutral,Low,32,Low,Electronics,Low,6,0
811006,2920427,36,44,Stressed,Medium,72,Low,Home,High,1,0
662892,2011161,24,0,Excited,Medium,40,Medium,Home,Low,6,1
362162,2283901,38,30,Stressed,Medium,101,High,Home,None,7,0
193235,1005520,24,26,Happy,Low,40,Medium,Clothing,Low,7,0
972034,1487338,47,15,Neutral,Medium,1,Low,Home,High,1,1
219796,3358599,50,51,Happy,Medium,6,Medium,Accessories,Low,6,0
460527,921049,56,45,Neutral,Medium,79,Medium,Food,None,6,0
719132,4857330,57,9,Neutral,Low,3,Low,Home,High,1,0
880495,2119820,34,67,Neutral,Low,98,Low,Accessories,Low,8,1
927633,3793716,58,64,Excited,Medium,62,Low,Accessories,High,9,1
57076,56376,50,31,Neutral,High,111,Low,Clothing,Low,2,1
977765,3632798,50,29,Excited,Medium,69,Low,Food,Low,7,0
495823,382380,47,31,Excited,Low,69,Low,Food,Low,3,1
814965,2919719,58,34,Neutral,Medium,111,Low,Electronics,Low,7,0
556442,4993339,1,5,Neutral,Medium,13,Low,Clothing,High,9,1
332491,2781081,46,3,Stressed,High,100,Low,Food,High,9,1
367767,2408507,28,33,Neutral,High,15,High,Clothing,Low,5,0
906672,321539,35,27,Excited,Low,64,Low,Home,None,8,1
650112,4634577,43,26,Stressed,Low,83,Low,Home,Low,9,0
619184,586716,23,55,Neutral,Medium,6,Medium,Home,Low,4,1
196841,360641,20,68,Stressed,Low,115,Medium,Clothing,None,8,1
888265,3507249,53,15,Neutral,Low,3,High,Home,High,3,1
566358,3207992,48,57,Stressed,Medium,18,Low,Accessories,Low,2,0
811196,2151446,7,16,Stressed,High,89,High,Home,Low,8,1
16821,2425478,23,47,Neutral,Low,47,High,Food,Low,3,0
549278,4993412,35,20,Excited,High,101,Low,Electronics,High,5,0
590534,2454737,57,31,Stressed,Low,17,Medium,Food,Low,2,0
395465,261382,52,54,Stressed,Low,4,High,Clothing,Low,5,1
8218,1808105,6,0,Stressed,Low,51,Medium,Electronics,None,2,0
629777,1528525,19,18,Happy,Low,79,Medium,Food,Low,4,1
216118,4263869,49,69,Stressed,Medium,56,High,Accessories,Low,4,0
347505,3951996,9,22,Happy,Low,119,Medium,Electronics,None,3,0
712437,473147,31,46,Stressed,High,69,Low,Accessories,High,6,1
415196,2891846,13,65,Neutral,High,117,Medium,Food,None,3,0
803006,4537996,46,35,Neutral,Medium,35,Medium,Clothing,Low,2,0
23109,421104,46,61,Happy,Medium,43,Low,Home,None,4,0
595850,4752824,36,58,Happy,Low,3,High,Electronics,None,5,0
111608,4954592,14,6,Excited,Medium,46,High,Electronics,High,4,0
426974,1716723,41,18,Excited,Low,46,Low,Electronics,None,1,0
470476,1739532,52,59,Happy,Medium,76,High,Clothing,High,8,0
993888,4894519,9,31,Stressed,Low,64,Low,Food,None,8,1
300216,3085542,16,24,Neutral,Medium,91,Medium,Electronics,Low,4,0
474580,3165951,19,49,Excited,Low,55,Medium,Accessories,Low,8,0
545047,956336,24,33,Neutral,Medium,7,Low,Electronics,Low,8,1
62325,154850,9,32,Neutral,Low,74,Medium,Food,Low,9,1
458805,43708,48,4,Stressed,High,17,High,Food,High,1,1
861340,521976,57,55,Stressed,High,39,High,Food,None,7,1
730282,3832302,20,51,Neutral,High,23,High,Home,None,5,0
698723,72579,38,59,Neutral,Medium,113,High,Home,Low,7,1
878674,1166993,11,66,Excited,High,2,Low,Accessories,None,6,1
294189,1189110,8,5,Happy,Medium,5,Medium,Clothing,None,8,1
779844,886866,15,28,Stressed,Low,37,Medium,Food,None,1,0
392518,3897635,49,32,Stressed,High,113,Medium,Clothing,None,8,0
620859,1070121,8,35,Happy,High,74,High,Home,None,7,1
18753,1933370,25,60,Stressed,Low,30,Low,Home,None,3,0
778493,1790848,21,14,Happy,Medium,7,Medium,Accessories,High,4,1
765320,2081020,15,47,Stressed,Low,33,Medium,Home,Low,6,0
521776,1240512,4,43,Excited,Low,70,Low,Clothing,None,5,1
371533,3422599,3,37,Excited,High,45,Low,Accessories,None,9,1
369788,2096731,52,62,Excited,Low,111,Medium,Clothing,None,6,0
281402,3761106,21,69,Stressed,Low,55,Low,Electronics,Low,5,0
133101,360953,20,11,Happy,Medium,6,Low,Clothing,None,2,1
159177,2556257,24,61,Excited,Low,83,High,Electronics,None,8,0
524637,3666441,41,32,Happy,High,16,High,Accessories,Low,6,0
25487,9589,5,53,Neutral,Medium,13,Medium,Electronics,Low,4,1
335128,814524,5,63,Excited,Medium,87,Low,Accessories,None,1,1
100654,3730418,33,33,Neutral,High,23,High,Accessories,Low,2,0
270506,506213,31,55,Excited,Low,93,Low,Food,High,9,1
894601,3846717,8,1,Excited,Medium,34,High,Food,High,2,1
368644,2955591,58,48,Stressed,Medium,51,Medium,Clothing,High,5,0
778021,675389,18,69,Neutral,High,105,High,Clothing,Low,1,1
877438,4761471,25,13,Neutral,Low,108,Medium,Accessories,None,8,0
101215,3487092,54,67,Neutral,High,77,Low,Food,None,6,0
660631,1701302,36,40,Neutral,Medium,26,High,Accessories,None,8,1
742773,2263844,35,56,Neutral,Low,77,Medium,Food,None,4,0
393199,2212701,33,20,Excited,Low,50,High,Food,Low,9,0
525883,3327412,51,29,Stressed,Low,63,High,Electronics,Low,1,0
888465,740660,16,27,Stressed,High,44,Medium,Food,Low,1,0
172735,4821243,9,17,Excited,Medium,34,High,Clothing,High,3,0
673487,4646316,39,5,Excited,Medium,78,High,Electronics,Low,9,1
719258,3858207,57,54,Stressed,High,77,High,Food,High,7,0
798575,4410614,17,50,Happy,Low,102,Medium,Food,None,3,0
708995,339714,32,37,Excited,Medium,12,Medium,Home,None,1,0
394470,2603784,11,23,Stressed,Low,0,Medium,Electronics,High,4,0
306573,4692862,51,68,Excited,Medium,38,Medium,Food,High,1,0
64640,2375818,48,46,Stressed,Low,110,Low,Food,High,3,0
913926,463953,20,40,Happy,High,119,Low,Clothing,None,3,1
327420,58583,34,20,Neutral,High,104,Medium,Home,Low,1,0
971025,3910790,31,41,Excited,Low,68,Low,Electronics,None,9,1
664253,2726131,50,59,Excited,Medium,70,Medium,Home,None,7,0
32569,4360121,58,56,Happy,Low,2,High,Home,High,2,0
915478,59183,50,31,Stressed,High,40,Medium,Food,None,2,1
765083,3371399,18,32,Excited,Medium,117,Low,Home,Low,2,0
711679,1052054,20,58,Neutral,Low,103,Medium,Accessories,None,2,0
8024,3291291,0,8,Excited,Low,106,Medium,Accessories,High,3,0
650048,2719195,37,40,Happy,Low,93,Medium,Accessories,Low,6,0
559064,4249752,5,8,Excited,Low,90,Medium,Electronics,Low,3,0
178165,479127,22,28,Stressed,Medium,40,Medium,Electronics,None,4,0
115673,3917637,23,5,Stressed,High,39,Low,Electronics,Low,6,0
387711,2712697,44,5,Stressed,Medium,22,Medium,Food,High,4,0
689825,2149965,39,27,Stressed,Medium,12,High,Clothing,Low,4,0
601766,3978622,53,63,Neutral,High,51,High,Food,None,5,0
525123,1978557,59,0,Stressed,Medium,112,Low,Accessories,Low,5,0
681114,3407404,59,55,Happy,Medium,105,Low,Accessories,Low,9,0
622456,2949118,3,60,Happy,High,44,High,Electronics,High,2,1
671995,1322807,22,7,Stressed,High,82,Low,Clothing,None,5,1
567881,2499839,9,13,Excited,High,51,Low,Accessories,High,6,1
300965,2157239,57,38,Neutral,Low,91,Medium,Accessories,None,2,0
414573,3435175,51,4,Stressed,Medium,66,Low,Electronics,None,2,0
907033,1886067,48,28,Neutral,Medium,111,Low,Accessories,High,6,0
959251,2466319,58,54,Neutral,Low,109,Medium,Electronics,Low,2,0
110188,4743270,15,57,Neutral,Low,63,Low,Food,High,2,0
206027,3388153,45,67,Stressed,High,49,Low,Food,High,6,0
969333,4801666,18,24,Happy,Medium,71,Low,Accessories,None,2,0
863649,4911681,6,56,Stressed,Medium,16,Medium,Home,High,3,0
584976,4691947,25,47,Neutral,High,13,Medium,Accessories,High,1,0
346143,3547710,11,16,Happy,Medium,72,Low,Electronics,High,8,0
663259,3819859,36,19,Happy,Medium,0,High,Home,Low,9,1
527534,841769,35,3,Stressed,High,28,Medium,Accessories,Low,7,1
167737,407010,38,57,Neutral,Low,11,High,Home,Low,4,0
794871,4971978,38,23,Excited,Medium,84,Low,Food,High,6,0
883666,3810615,2,1,Neutral,High,37,Low,Food,Low,8,1
341144,3899898,17,34,Neutral,Low,74,Low,Food,Low,3,0
473074,4607046,22,41,Happy,Low,93,Low,Home,High,2,0
200794,2773915,8,56,Excited,Medium,74,Medium,Food,Low,1,0
178243,4724339,49,62,Happy,Low,71,Low,Food,None,8,0
913709,3572955,46,12,Stressed,Low,118,Low,Home,None,8,1
325963,1227928,59,49,Stressed,High,5,High,Home,None,2,1
937407,669373,45,21,Happy,Medium,56,Medium,Electronics,High,9,1
158003,241994,47,41,Neutral,High,118,High,Electronics,None,9,1
658127,1315245,10,64,Excited,Low,90,High,Accessories,High,7,0
206458,3397569,47,16,Happy,High,5,Low,Food,Low,3,0
250106,3365683,50,17,Neutral,Medium,111,High,Electronics,Low,8,0
792624,3416627,5,62,Excited,High,75,Low,Clothing,High,1,1
64952,3381446,52,56,Happy,Low,74,Medium,Accessories,None,2,0
377343,2984665,47,59,Excited,Medium,42,Low,Clothing,Low,9,0
464673,2002405,39,51,Neutral,High,31,High,Clothing,High,1,0
875403,1576809,17,38,Happy,Low,79,High,Food,Low,4,0
282522,4723801,8,9,Happy,Low,103,Low,Clothing,Low,7,0
683785,4851988,47,43,Happy,Low,110,High,Clothing,Low,8,0
857977,2723929,42,31,Neutral,Medium,48,High,Home,Low,2,0
916676,1925339,51,51,Happy,Medium,33,Low,Food,None,6,0
539823,2004620,1,40,Stressed,Low,33,High,Food,High,6,1
680167,49865,27,17,Stressed,Medium,43,Medium,Accessories,Low,7,1
738132,2046806,46,38,Stressed,Low,103,Low,Home,Low,7,0
995080,1601817,29,4,Excited,Low,54,High,Clothing,None,2,1
236405,727531,7,42,Happy,High,64,Low,Clothing,High,9,1
382935,944644,21,28,Happy,High,8,Medium,Electronics,None,4,1
976167,4622892,2,3,Stressed,Medium,39,Low,Clothing,High,2,1
334066,142596,1,44,Happy,Low,42,Low,Clothing,Low,3,1
730610,4150327,31,25,Neutral,Low,119,Low,Food,Low,6,0
96764,1500006,53,54,Stressed,Low,84,High,Electronics,Low,9,0
254122,583110,0,20,Happy,Medium,108,Low,Home,None,4,0
956494,3351144,44,64,Neutral,High,2,Low,Accessories,None,4,1
676183,2050424,9,44,Excited,Medium,92,Low,Clothing,High,4,1
977890,3903186,41,52,Neutral,High,17,High,Home,High,3,0
275474,4460268,2,64,Neutral,Low,82,Low,Accessories,High,6,0
1853,4848499,16,1,Excited,Medium,52,High,Home,High,9,1
742685,3874612,36,16,Neutral,High,68,Medium,Clothing,Low,8,0
50436,4215790,54,48,Neutral,Low,106,Low,Electronics,High,6,0
568783,2259047,56,36,Happy,Low,55,Medium,Clothing,High,9,1
415102,3871274,16,29,Excited,High,17,Medium,Home,None,5,0
752011,3033342,15,53,Happy,Low,3,High,Home,None,9,1
702412,4027255,3,34,Stressed,Low,84,Medium,Clothing,None,4,0
35160,2700067,33,32,Neutral,Low,49,Medium,Home,High,8,0
521307,1693917,26,27,Neutral,High,74,High,Accessories,Low,7,0
885005,2852578,7,45,Neutral,Medium,23,Low,Food,None,3,0
771367,1066143,41,21,Stressed,High,73,Low,Home,High,4,1
351339,531300,41,38,Neutral,High,114,Low,Food,None,3,1
521727,1516007,6,43,Excited,Low,96,High,Electronics,Low,3,1
116343,4031108,1,62,Neutral,Low,108,High,Electronics,High,6,0
818805,3973024,55,12,Neutral,Medium,80,Medium,Electronics,Low,8,1
840632,3520039,23,0,Stressed,Low,110,Medium,Home,None,3,0
756983,3341745,30,67,Happy,Low,69,Medium,Electronics,Low,9,1
643518,2892064,30,21,Excited,Medium,116,Low,Accessories,None,3,0
843508,11564,44,25,Happy,Low,110,High,Accessories,Low,1,1
476387,838273,40,10,Happy,Low,87,High,Home,None,8,1
574991,3306504,33,19,Happy,Low,99,Low,Food,Low,2,0
599742,3060029,52,51,Happy,Low,5,Medium,Clothing,High,4,0
406251,3424886,54,2,Happy,Medium,27,High,Food,None,4,0
346963,2393078,4,59,Happy,Medium,87,High,Clothing,High,3,0
513770,3853795,0,65,Stressed,Medium,32,Medium,Home,Low,8,0
136579,3883198,23,31,Excited,High,72,High,Food,Low,5,0
744338,415743,44,13,Neutral,Medium,5,High,Electronics,High,5,1
479318,1596482,35,58,Neutral,Medium,86,Medium,Clothing,None,6,0
912558,2011331,26,57,Happy,High,1,High,Home,Low,7,1
28721,1659791,55,35,Excited,Low,68,Low,Electronics,None,7,0
785207,3995802,24,2,Excited,Medium,104,Medium,Clothing,High,5,0
687200,155521,14,0,Stressed,Medium,39,Medium,Clothing,None,7,1
142683,418647,49,3,Neutral,Medium,7,Low,Electronics,High,4,1
766159,610027,15,29,Happy,Medium,63,High,Clothing,None,9,1
573185,1569214,18,3,Happy,High,48,High,Clothing,Low,3,1
927640,569832,46,11,Neutral,Low,44,Medium,Accessories,Low,8,1
472502,563918,17,53,Happy,Medium,103,Medium,Home,None,8,1
338926,4539823,43,11,Happy,Low,117,Low,Electronics,None,6,0
289411,4501580,13,24,Stressed,Low,51,High,Food,High,5,0
828524,1655671,19,19,Neutral,Low,55,High,Food,None,5,0
854172,2079920,19,62,Stressed,Low,68,High,Clothing,Low,9,1
753161,2165718,23,56,Neutral,Low,23,Low,Food,None,3,0
309665,3094596,3,21,Happy,Medium,73,High,Clothing,High,5,0
96975,2215652,10,10,Happy,Low,47,High,Electronics,None,3,0
442220,2649419,36,53,Excited,High,82,Low,Clothing,None,1,0
228501,4668638,49,10,Happy,Low,13,High,Clothing,None,8,0
76749,3790899,40,62,Neutral,Medium,102,Low,Food,Low,1,0
608715,270594,34,15,Stressed,Low,84,Low,Food,Low,1,1
557524,3396226,19,22,Stressed,High,68,Low,Accessories,Low,9,0
391438,1020626,42,47,Excited,High,71,High,Food,High,2,0
759227,4692653,58,67,Happy,High,84,Low,Clothing,High,5,0
11581,820215,51,52,Happy,Low,109,Low,Accessories,None,4,0
396025,4701794,36,60,Stressed,Low,40,Low,Home,High,5,0
437085,2815662,48,14,Excited,Medium,110,Low,Home,Low,5,0
972973,1918956,29,66,Excited,High,93,High,Clothing,High,1,0
511323,1217793,9,29,Stressed,Low,42,High,Accessories,None,8,1
957306,3711378,46,22,Stressed,Medium,80,High,Home,Low,1,0
225752,3152848,17,54,Excited,Low,17,Medium,Accessories,High,2,0
101466,1993896,42,13,Excited,High,54,Low,Electronics,Low,3,0
583362,812585,53,13,Neutral,Low,25,Low,Home,High,2,0
518404,3569311,30,69,Neutral,Medium,19,High,Accessories,None,7,0
86099,2421710,32,5,Stressed,High,15,High,Electronics,High,8,1
782019,4014507,14,4,Happy,Medium,52,High,Food,None,2,0
243759,4682329,3,11,Excited,High,58,Medium,Food,Low,3,0
835270,1933047,5,65,Stressed,Medium,117,High,Food,High,9,1
569801,4986630,13,40,Excited,Low,75,High,Clothing,Low,2,0
945345,2362306,0,0,Happy,Medium,30,Low,Clothing,Low,6,1
178924,2858750,22,27,Neutral,Medium,115,Low,Food,Low,2,0
105352,281608,59,1,Happy,Low,107,High,Electronics,High,2,0
458263,4544375,18,27,Neutral,Low,69,High,Accessories,High,7,0
681893,1801415,57,16,Stressed,High,69,Low,Food,Low,6,0
120630,2656380,22,68,Excited,Low,107,Medium,Accessories,None,4,0
758203,1328835,29,23,Excited,High,68,High,Home,None,4,1
253140,3389030,23,3,Happy,Medium,40,Medium,Home,High,9,0
503346,1866301,15,45,Neutral,High,12,Medium,Electronics,None,6,0
149785,47582,54,62,Neutral,Low,17,Low,Electronics,Low,4,0
623485,4445282,42,12,Excited,Low,118,High,Clothing,None,4,0
267303,291776,44,37,Stressed,Medium,53,Low,Accessories,None,4,0
1962,959493,14,10,Happy,Low,97,High,Electronics,High,7,0
575021,4340574,33,32,Neutral,Medium,4,High,Home,Low,4,0
491887,719304,6,66,Happy,Low,89,Low,Accessories,High,9,1
658461,4950369,26,56,Excited,Medium,47,Low,Food,Low,1,0
264834,1379048,29,54,Happy,High,29,Low,Electronics,Low,2,0
821018,4355043,8,43,Happy,Medium,61,High,Electronics,High,7,0
685875,4933441,27,55,Happy,High,112,Medium,Accessories,High,8,0
639013,601098,12,12,Happy,High,105,Medium,Accessories,High,2,0
419809,1654923,50,4,Neutral,Medium,38,High,Electronics,Low,9,1
307987,740733,55,24,Neutral,Medium,90,Low,Clothing,None,4,0
653550,2795356,46,65,Excited,Low,58,High,Food,Low,5,0
342315,3985283,37,53,Stressed,High,43,High,Clothing,High,8,0
930861,4488979,38,8,Excited,High,115,High,Accessories,High,7,1
796743,1770923,9,27,Stressed,High,55,Low,Home,High,3,1
962870,3970362,14,59,Happy,Low,25,Medium,Clothing,Low,7,0
36942,3621597,34,56,Excited,Low,61,Medium,Food,None,2,0
749138,330897,23,47,Happy,High,43,High,Food,Low,2,1
438640,271324,40,38,Neutral,High,106,High,Clothing,Low,7,1
829856,3901500,38,69,Excited,High,56,Low,Home,Low,3,0
834074,4581489,44,62,Happy,Medium,7,Medium,Accessories,High,6,0
865181,609010,37,1,Neutral,High,6,Low,Accessories,None,9,1
777827,3341778,9,60,Excited,Low,54,Medium,Electronics,None,3,0
88283,4342985,43,27,Neutral,Medium,106,Medium,Food,High,2,0
101906,4332214,29,25,Neutral,Low,83,Low,Food,High,1,0
419474,3662302,10,14,Happy,High,13,High,Accessories,High,7,0
86647,3846302,53,2,Neutral,Low,45,High,Clothing,High,7,0
392997,45856,46,16,Neutral,High,27,Low,Food,Low,7,1
107921,3632161,32,57,Stressed,Medium,47,High,Clothing,Low,3,0
12399,3531032,37,58,Excited,High,13,Medium,Accessories,High,2,0
326879,3051461,38,41,Happy,High,47,High,Clothing,Low,7,0
504365,3357709,58,69,Excited,High,38,High,Home,Low,9,0
554507,3429833,50,53,Happy,Medium,70,Low,Electronics,High,4,0
390485,436403,50,60,Happy,High,93,Low,Clothing,None,8,1
539175,3078400,47,65,Neutral,High,109,Low,Electronics,High,8,1
480738,1364507,49,14,Happy,Low,65,High,Home,High,9,1
144754,2525071,51,13,Happy,Medium,57,Low,Electronics,Low,8,0
87050,2093749,27,15,Stressed,High,41,High,Accessories,High,7,0
372669,3930195,33,37,Stressed,Medium,83,Low,Accessories,Low,6,0
82738,4754364,43,46,Stressed,High,114,High,Accessories,Low,6,0
393730,531888,20,44,Happy,Low,110,Low,Accessories,High,2,0
878319,4539872,27,47,Happy,Low,112,Medium,Home,High,3,0
683950,4800129,58,61,Neutral,Low,96,Low,Food,High,2,0
772058,3366467,8,43,Neutral,Medium,55,Low,Accessories,None,3,0
31884,3360976,12,29,Excited,High,52,Low,Electronics,None,3,0
6892,2330316,45,2,Excited,High,40,Medium,Food,None,1,0
622711,3079506,49,58,Neutral,Low,95,High,Food,Low,9,1
597933,2010632,34,13,Neutral,High,20,Low,Electronics,Low,7,0
537687,3741320,19,4,Excited,Medium,103,High,Clothing,Low,1,0
475674,4248967,55,44,Neutral,High,59,Medium,Clothing,None,2,0
953631,226554,25,8,Stressed,Low,50,Medium,Electronics,High,8,1
75608,3758795,39,35,Excited,Medium,20,High,Home,High,1,0
182936,1686994,20,55,Stressed,Low,56,Low,Clothing,None,5,0
259035,3685908,19,33,Neutral,Low,99,High,Accessories,Low,5,0
499310,1542240,55,28,Excited,Medium,110,High,Accessories,None,4,0
595518,2631960,28,1,Neutral,Medium,61,Medium,Electronics,None,4,0
893929,2202337,51,24,Excited,High,61,Low,Clothing,None,1,1
80684,2963010,24,27,Happy,Medium,89,High,Accessories,Low,1,0
419272,2650965,16,37,Neutral,Medium,29,High,Clothing,None,3,0
286983,2774427,37,63,Excited,Low,35,Medium,Electronics,High,1,0
750155,4737166,33,35,Happy,Medium,5,Low,Home,High,5,0
363558,1702352,42,59,Happy,Medium,92,Low,Electronics,High,2,0
308077,3945470,16,53,Stressed,Medium,9,Medium,Clothing,None,9,1
131618,1975254,58,26,Happy,Low,57,Medium,Home,None,3,0
964382,232142,42,10,Excited,Low,87,Medium,Electronics,High,5,0
199905,4807127,19,18,Excited,High,59,Medium,Accessories,Low,9,0
585989,446821,20,46,Stressed,Low,34,Low,Electronics,High,6,0
113916,3179294,43,38,Stressed,High,72,Medium,Home,Low,2,0
534320,2203511,35,27,Happy,Medium,63,Medium,Home,None,3,0
504100,714838,43,1,Excited,Low,72,Medium,Electronics,None,3,1
655085,3377668,56,36,Excited,Low,6,High,Home,None,2,0
538807,1943068,9,31,Neutral,Medium,5,High,Clothing,None,2,1
60748,3306901,22,50,Excited,High,93,Medium,Accessories,High,9,0
684092,1850922,54,57,Stressed,Low,67,Low,Electronics,High,5,0
495674,1983395,54,45,Excited,Low,79,Medium,Clothing,None,6,0
142139,1928732,25,44,Stressed,High,2,Low,Accessories,Low,3,0
330991,639921,32,3,Happy,High,89,Low,Food,None,8,1
15926,724728,8,7,Excited,Medium,6,Low,Food,None,5,1
365172,1749775,4,4,Happy,High,16,Low,Home,High,8,1
949757,958947,3,27,Happy,Low,88,Medium,Electronics,Low,2,1
831092,614636,11,54,Happy,High,100,Low,Food,High,5,0
483498,1996397,41,53,Happy,Low,21,High,Accessories,High,1,0
666519,3239707,17,69,Stressed,Medium,48,Medium,Home,High,1,0
320131,2611089,23,11,Excited,Low,3,Medium,Electronics,None,5,0
597996,4485957,15,4,Excited,High,25,Low,Home,None,3,0
567497,4508262,52,6,Stressed,Medium,9,Low,Home,None,7,1
471501,1006021,51,21,Happy,Low,56,High,Electronics,Low,4,0
435111,1599466,12,60,Neutral,Medium,99,High,Clothing,Low,6,0
602357,881805,1,35,Happy,Medium,113,Low,Food,High,8,1
297016,2250141,7,10,Excited,Medium,1,High,Accessories,None,4,0
755654,3628751,4,65,Neutral,High,84,High,Food,None,1,1
378888,4995158,26,1,Excited,Medium,27,High,Accessories,High,5,0
450001,4929053,13,20,Neutral,High,21,Medium,Accessories,None,2,0
749170,4688586,30,42,Neutral,Low,114,High,Accessories,None,9,0
776757,824699,22,69,Neutral,High,33,High,Home,None,9,1
631829,2073057,32,32,Happy,High,24,Low,Clothing,High,4,0
139112,984413,55,34,Excited,Medium,67,Medium,Clothing,None,3,0
454514,1412942,12,44,Neutral,Low,61,High,Clothing,High,5,0
43472,854874,54,18,Happy,Low,11,High,Food,High,5,0
322467,3196545,51,54,Stressed,Medium,66,High,Home,High,9,0
142258,4482788,54,48,Happy,High,98,High,Clothing,Low,3,0
482928,3743086,21,42,Happy,Medium,27,Medium,Home,None,2,0
846823,2803494,45,3,Stressed,Medium,13,Low,Home,High,4,0
913044,953470,3,17,Happy,High,23,Medium,Clothing,None,1,1
245962,2742732,17,44,Stressed,Medium,109,Low,Clothing,Low,4,0
742839,4925522,8,51,Happy,Low,27,Low,Home,None,3,0
731782,4825286,30,6,Excited,Low,36,Medium,Electronics,Low,9,0
88130,468824,59,48,Neutral,High,80,Medium,Food,None,1,0
869162,1400926,29,26,Neutral,Medium,50,Low,Electronics,Low,9,1
811488,655898,36,67,Happy,Low,76,Low,Electronics,Low,6,0
572026,4709468,14,4,Neutral,Low,68,Medium,Clothing,None,9,1
247590,1212838,45,33,Happy,Low,40,Medium,Clothing,High,4,0
102871,2645452,26,42,Happy,High,116,Medium,Home,None,7,0
147267,807552,1,40,Stressed,High,106,High,Clothing,None,4,0
347676,3221165,0,68,Stressed,High,53,High,Clothing,None,9,1
122913,3249680,29,60,Stressed,Medium,51,High,Food,High,8,0
783011,427663,22,33,Happy,Medium,116,Low,Clothing,None,2,0
199206,4954518,28,22,Happy,High,86,High,Home,Low,1,0
372344,2766324,31,31,Neutral,High,32,Low,Home,Low,4,0
735466,3109253,47,42,Neutral,Medium,66,Medium,Clothing,None,1,0
325680,4264144,40,59,Happy,High,0,Medium,Home,None,9,1
420613,4346060,39,68,Stressed,High,67,High,Food,None,9,0
509706,2535566,36,41,Excited,High,31,Medium,Food,Low,1,0
402715,721969,35,65,Stressed,Low,30,Low,Electronics,Low,1,0
710718,388646,28,56,Stressed,Medium,107,Low,Accessories,High,1,0
610583,247504,0,1,Excited,High,109,High,Electronics,Low,2,1
494245,1895021,36,1,Neutral,Medium,104,High,Food,Low,8,1
615852,2118189,36,26,Happy,Low,83,Low,Food,Low,2,0
650361,943931,54,11,Excited,Low,13,Low,Food,Low,3,0
511432,966091,0,58,Happy,Medium,8,High,Home,High,7,1
267304,3852358,8,43,Stressed,Medium,45,Low,Electronics,Low,6,0
314081,2440547,41,16,Excited,High,34,Low,Home,None,4,0
